"texto","categoria"
"Módulo 9: Aprende a dominar punteros en Qt desde cero, con proyectos prácticos aplicados a programación orientada a objetos.","c++"
"Comparamos Svelte contra otras alternativas del ecosistema javascript, enfocándonos en manejo de estado y rendimiento. Veremos también cómo se integra con pnpm en un pipeline de deploy real. Además incluimos un mini benchmark comparando arrow functions contra el enfoque tradicional.","javascript"
"tip del profe: usar CDN de jQuery para debuggear jQuery Mobile, ahorra un montón de tiempo","jquery"
"Comparamos Tailwind CSS contra otras alternativas del ecosistema html, enfocándonos en diseño con Flexbox y Grid y rendimiento. Además incluimos un mini benchmark comparando meta tags contra el enfoque tradicional.","html"
"no me anda manipulación del DOM en Bootstrap con jQuery, capaz que me falta instalar CDN de jQuery, revisar mañana -- ver video de youtube que recomendó un compañero sobre manipulación del DOM","jquery"
"me tira error raro con Express, creo que es tema de versiones de npm, googlear despues","javascript"
"Nota: al utilizar delegados en c#, se recomienda validar los tipos de entrada antes de invocar el método principal.","c#"
"Cheat sheet de Firebase: los comandos y conceptos de el ciclo de vida que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción.","android"
"Curso intensivo de java: dominá Jakarta EE y excepciones checked en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de despliegue en contenedores.","java"
"Nota: al utilizar memoria dinámica en c++, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio.","c++"
"En esta unidad profundizamos en animaciones y efectos utilizando Select2, ideal para quienes ya conocen lo básico de jquery. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de animaciones y efectos.","jquery"
"no me anda event handlers en Bootstrap con jQuery, capaz que me falta instalar Chrome DevTools, revisar mañana","jquery"
"Flexbox expone una API que facilita el uso de atributos ARIA, siempre que el entorno esté configurado con VS Code. Este comportamiento puede cambiar en versiones futuras de Flexbox, revisar el changelog.","html"
"Una guía práctica sobre concurrencia con threads usando Spring Data JPA, con ejemplos de código y errores comunes a evitar.","java"
"Clase 6: procesamiento de datos con NumPy paso a paso, incluye desafíos de código y un proyecto integrador final en FastAPI. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de procesamiento de datos con NumPy.","python"
"Paso 1: instalar Docker. Paso 2: configurar Spring Data JPA. Paso 3: probar el garbage collector con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","java"
"Referencia rápida de decoradores: sintaxis básica, ejemplos y errores comunes en python. Este enfoque también aplica si estás trabajando con pip.","python"
"Express expone una API que facilita el uso de props, siempre que el entorno esté configurado con yarn. Consulte la referencia oficial para más detalles sobre la configuración de yarn.","javascript"
"¿Vale la pena migrar a Hibernate en 2026? Repasamos ventajas, desventajas y casos de uso reales para arquitectura de microservicios. Veremos también cómo se integra con Gradle en un pipeline de deploy real.","java"
"Módulo 6: Aprende a dominar generadores en NumPy desde cero, con proyectos prácticos aplicados a desarrollo de APIs con FastAPI.","python"
"WPF expone una API que facilita el uso de records, siempre que el entorno esté configurado con NuGet. Consulte la referencia oficial para más detalles sobre la configuración de NuGet.","c#"
"En este post analizamos las novedades de Blazor y cómo afecta a los proyectos de c# en producción. Veremos también cómo se integra con NuGet en un pipeline de deploy real.","c#"
"repasar hooks para el parcial de javascript, no entendí bien el ejemplo de la clase","javascript"
"repasar el método .ready() para el parcial de jquery, no entendí bien el ejemplo de la clase","jquery"
"Paso 1: instalar pip. Paso 2: configurar FastAPI. Paso 3: probar list comprehension con un ejemplo mínimo.","python"
"Clase 6: optimización de memoria paso a paso, incluye desafíos de código y un proyecto integrador final en Firebase.","android"
"todavia no me cierra como funciona list comprehension, hice un ejemplo copado pero se rompe con datos reales -- ver video de youtube que recomendó un compañero sobre list comprehension","python"
"En esta unidad profundizamos en compatibilidad entre navegadores utilizando Bulma, ideal para quienes ya conocen lo básico de html. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de compatibilidad entre navegadores.","html"
"Comparamos OpenCV contra otras alternativas del ecosistema c++, enfocándonos en punteros inteligentes y rendimiento. Veremos también cómo se integra con GDB en un pipeline de deploy real.","c++"
"Nota: al utilizar accesibilidad (a11y) en html, se recomienda validar los tipos de entrada antes de invocar el método principal. Este comportamiento puede cambiar en versiones futuras de Bootstrap, revisar el changelog.","html"
"Hoy vamos a explorar propiedades en c#, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Azure DevOps en un pipeline de deploy real. Además incluimos un mini benchmark comparando propiedades contra el enfoque tradicional.","c#"
"Guía rápida: cómo implementar accesibilidad (a11y) en Bulma en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","html"
"Aprendé a construir aplicaciones reales de python combinando SQLAlchemy con buenas prácticas de list comprehension. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de desarrollo de APIs con FastAPI.","python"
"Una guía práctica sobre manejo de excepciones usando Gradle, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando excepciones checked contra el enfoque tradicional.","java"
"Paso 1: instalar Jupyter Notebook. Paso 2: configurar Flask. Paso 3: probar dataclasses con un ejemplo mínimo.","python"
"Paso 1: instalar ADB. Paso 2: configurar Android Studio. Paso 3: probar layouts XML con un ejemplo mínimo.","android"
"En este post analizamos las novedades de Pandas y cómo afecta a los proyectos de python en producción. Veremos también cómo se integra con virtualenv en un pipeline de deploy real.","python"
"Una guía práctica sobre diseño con Flexbox y Grid usando Bulma, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando responsive design contra el enfoque tradicional.","html"
"pendiente: terminar el tp de c++ usando Qt, me falta la parte de memoria dinámica -- ver video de youtube que recomendó un compañero sobre memoria dinámica","c++"
"pendiente: terminar el tp de android usando ViewModel, me falta la parte de permisos en runtime","android"
"no me anda hooks en Svelte, capaz que me falta instalar Babel, revisar mañana","javascript"
"Aprendé a construir aplicaciones reales de javascript combinando Next.js con buenas prácticas de módulos ES6. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de fetch de datos con AJAX.","javascript"
"tip del profe: usar CDN de jQuery para debuggear jQuery Mobile, ahorra un montón de tiempo -- ver video de youtube que recomendó un compañero sobre el método .ready()","jquery"
"pendiente: terminar el tp de jquery usando Bootstrap con jQuery, me falta la parte de el método .ready()","jquery"
"¿Vale la pena migrar a Node.js en 2026? Repasamos ventajas, desventajas y casos de uso reales para manejo de estado. Veremos también cómo se integra con yarn en un pipeline de deploy real. Además incluimos un mini benchmark comparando arrow functions contra el enfoque tradicional.","javascript"
"En este post analizamos las novedades de jQuery Mobile y cómo afecta a los proyectos de jquery en producción. Veremos también cómo se integra con CDN de jQuery en un pipeline de deploy real.","jquery"
"Módulo 9: Aprende a dominar atributos ARIA en Bootstrap desde cero, con proyectos prácticos aplicados a estructura semántica.","html"
"En este post analizamos las novedades de Bootstrap y cómo afecta a los proyectos de html en producción. Además incluimos un mini benchmark comparando el DOM contra el enfoque tradicional.","html"
"Hoy vamos a explorar middlewares en php, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Artisan CLI en un pipeline de deploy real. Además incluimos un mini benchmark comparando middlewares contra el enfoque tradicional.","php"
"Paso 1: instalar PHPUnit. Paso 2: configurar CodeIgniter. Paso 3: probar middlewares con un ejemplo mínimo.","php"
"Cheat sheet de ASP.NET Core: los comandos y conceptos de interfaces que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción.","c#"
"Aprendé a construir aplicaciones reales de python combinando Celery con buenas prácticas de list comprehension. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de procesamiento de datos con NumPy.","python"
"En esta unidad profundizamos en arquitectura de microservicios utilizando Spring Boot, ideal para quienes ya conocen lo básico de java. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de arquitectura de microservicios.","java"
"Paso 1: instalar Visual Studio. Paso 2: configurar OpenCV. Paso 3: probar referencias con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","c++"
"La clase principal de WPF implementa delegados internamente para optimizar el ciclo de vida del componente.","c#"
"Curso intensivo de c++: dominá Boost y RAII en pocas semanas, con ejercicios evaluados automáticamente.","c++"
"Referencia rápida de sobrecarga de operadores: sintaxis básica, ejemplos y errores comunes en c++. Recordá revisar la documentación oficial antes de llevar esto a producción.","c++"
"Este módulo documenta el uso correcto de genéricos dentro del framework Jakarta EE, incluyendo parámetros opcionales.","java"
"Este módulo documenta el uso correcto de nullable reference types dentro del framework WPF, incluyendo parámetros opcionales. Este comportamiento puede cambiar en versiones futuras de WPF, revisar el changelog.","c#"
"Guía rápida: cómo implementar Intents en Kotlin Coroutines en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","android"
"¿Vale la pena migrar a Bulma en 2026? Repasamos ventajas, desventajas y casos de uso reales para diseño con Flexbox y Grid. Veremos también cómo se integra con VS Code en un pipeline de deploy real.","html"
"Módulo 8: Aprende a dominar chaining de métodos en DataTables desde cero, con proyectos prácticos aplicados a validación de formularios.","jquery"
"todavia no me cierra como funciona la JVM, hice un ejemplo copado pero se rompe con datos reales","java"
"pendiente: terminar el tp de android usando Firebase, me falta la parte de RecyclerView","android"
"En esta unidad profundizamos en APIs RESTful utilizando CodeIgniter, ideal para quienes ya conocen lo básico de php. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de APIs RESTful.","php"
"pendiente: terminar el tp de c++ usando STL, me falta la parte de punteros","c++"
"Una guía práctica sobre enrutamiento (routing) usando Svelte, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando useState contra el enfoque tradicional.","javascript"
"En este post analizamos las novedades de ASP.NET Core y cómo afecta a los proyectos de c# en producción.","c#"
"Referencia rápida de el garbage collector: sintaxis básica, ejemplos y errores comunes en c#. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Azure DevOps.","c#"
"Curso intensivo de android: dominá Room y Intents en pocas semanas, con ejercicios evaluados automáticamente.","android"
"Referencia rápida de RAII: sintaxis básica, ejemplos y errores comunes en c++.","c++"
"todavia no me cierra como funciona traits, hice un ejemplo copado pero se rompe con datos reales","php"
"Tailwind CSS expone una API que facilita el uso de atributos ARIA, siempre que el entorno esté configurado con VS Code.","html"
"En este post analizamos las novedades de Entity Framework y cómo afecta a los proyectos de c# en producción. Además incluimos un mini benchmark comparando interfaces contra el enfoque tradicional.","c#"
"Nota: al utilizar referencias en c++, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de CMake.","c++"
"pendiente: terminar el tp de php usando Laravel, me falta la parte de PDO","php"
"Módulo 7: Aprende a dominar generadores en NumPy desde cero, con proyectos prácticos aplicados a procesamiento de datos con NumPy.","python"
"Tutorial paso a paso para configurar virtualenv y empezar a trabajar con Pandas en python. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con PyCharm.","python"
"Referencia rápida de nullable reference types: sintaxis básica, ejemplos y errores comunes en c#. Este enfoque también aplica si estás trabajando con Azure DevOps.","c#"
"me tira error raro con Room, creo que es tema de versiones de Firebase Console, googlear despues","android"
"Comparamos CMake contra otras alternativas del ecosistema c++, enfocándonos en gestión manual de memoria y rendimiento. Veremos también cómo se integra con Visual Studio en un pipeline de deploy real.","c++"
"En esta unidad profundizamos en programación orientada a objetos utilizando STL, ideal para quienes ya conocen lo básico de c++.","c++"
"Comparamos Boost contra otras alternativas del ecosistema c++, enfocándonos en optimización de rendimiento y rendimiento.","c++"
"Cheat sheet de Maven: los comandos y conceptos de herencia que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción.","java"
"La clase principal de Slim Framework implementa traits internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Artisan CLI.","php"
"pendiente: terminar el tp de c++ usando Qt, me falta la parte de smart pointers","c++"
"La clase principal de Room implementa Intents internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de ADB.","android"
"Una guía práctica sobre formularios accesibles usando Flexbox, con ejemplos de código y errores comunes a evitar.","html"
"Paso 1: instalar Poetry. Paso 2: configurar Flask. Paso 3: probar list comprehension con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con conda.","python"
"Paso 1: instalar Chrome DevTools. Paso 2: configurar jQuery UI. Paso 3: probar plugins con un ejemplo mínimo.","jquery"
"Comparamos Bootstrap contra otras alternativas del ecosistema html, enfocándonos en optimización SEO y rendimiento.","html"
"La clase principal de SQLAlchemy implementa context managers internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de virtualenv.","python"
"Módulo 9: Aprende a dominar plugins en jQuery Mobile desde cero, con proyectos prácticos aplicados a manipulación dinámica del DOM. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de manipulación dinámica del DOM.","jquery"
"Cheat sheet de CSS Grid: los comandos y conceptos de responsive design que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Lighthouse.","html"
"Guía rápida: cómo implementar delegados en WPF en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Azure DevOps.","c#"
"Guía rápida: cómo implementar el DOM en Bulma en menos de 10 minutos.","html"
"Hoy vamos a explorar atributos ARIA en html, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando atributos ARIA contra el enfoque tradicional.","html"
"En esta unidad profundizamos en análisis de datos con pandas utilizando Flask, ideal para quienes ya conocen lo básico de python.","python"
"Composer expone una API que facilita el uso de el autoloading, siempre que el entorno esté configurado con XAMPP. Consulte la referencia oficial para más detalles sobre la configuración de XAMPP. Este comportamiento puede cambiar en versiones futuras de Composer, revisar el changelog.","php"
"Hoy vamos a explorar delegados en c#, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con dotnet CLI en un pipeline de deploy real.","c#"
"Una guía práctica sobre compatibilidad entre navegadores usando Bulma, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando atributos ARIA contra el enfoque tradicional.","html"
"me tira error raro con ASP.NET Core, creo que es tema de versiones de Visual Studio, googlear despues -- ver video de youtube que recomendó un compañero sobre interfaces","c#"
"Curso intensivo de html: dominá Bootstrap y accesibilidad (a11y) en pocas semanas, con ejercicios evaluados automáticamente.","html"
"Tutorial paso a paso para configurar Artisan CLI y empezar a trabajar con Laravel en php.","php"
"todavia no me cierra como funciona genéricos, hice un ejemplo copado pero se rompe con datos reales -- ver video de youtube que recomendó un compañero sobre genéricos","java"
"Comparamos Bootstrap contra otras alternativas del ecosistema html, enfocándonos en formularios accesibles y rendimiento. Además incluimos un mini benchmark comparando meta tags contra el enfoque tradicional.","html"
"no me anda namespaces en Slim Framework, capaz que me falta instalar XAMPP, revisar mañana","php"
"Nota: al utilizar el GIL en python, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Poetry. Este comportamiento puede cambiar en versiones futuras de NumPy, revisar el changelog.","python"
"todavia no me cierra como funciona RecyclerView, hice un ejemplo copado pero se rompe con datos reales","android"
"Guía rápida: cómo implementar el spread operator en React en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","javascript"
"En esta unidad profundizamos en autenticación con JWT utilizando Nest.js, ideal para quienes ya conocen lo básico de javascript. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de autenticación con JWT.","javascript"
"Este módulo documenta el uso correcto de Intents dentro del framework Android Studio, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de Gradle. Este comportamiento puede cambiar en versiones futuras de Android Studio, revisar el changelog.","android"
"Módulo 3: Aprende a dominar programación orientada a objetos en Laravel desde cero, con proyectos prácticos aplicados a manejo de sesiones.","php"
"Guía rápida: cómo implementar anotaciones en Spring Boot en menos de 10 minutos.","java"
"Cheat sheet de DataTables: los comandos y conceptos de chaining de métodos que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción.","jquery"
"pendiente: terminar el tp de jquery usando Select2, me falta la parte de AJAX","jquery"
".NET Core expone una API que facilita el uso de delegados, siempre que el entorno esté configurado con Visual Studio. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio.","c#"
"Comparamos Bootstrap con jQuery contra otras alternativas del ecosistema jquery, enfocándonos en compatibilidad entre navegadores y rendimiento.","jquery"
"Aprendé a construir aplicaciones reales de java combinando Spring Data JPA con buenas prácticas de herencia. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de persistencia con JPA.","java"
"Tutorial paso a paso para configurar CDN de jQuery y empezar a trabajar con jQuery Mobile en jquery. Este enfoque también aplica si estás trabajando con CDN de jQuery.","jquery"
"Comparamos Eloquent ORM contra otras alternativas del ecosistema php, enfocándonos en desarrollo de plugins de WordPress y rendimiento. Además incluimos un mini benchmark comparando programación orientada a objetos contra el enfoque tradicional.","php"
"La clase principal de WPF implementa nullable reference types internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio.","c#"
"¿Vale la pena migrar a Flexbox en 2026? Repasamos ventajas, desventajas y casos de uso reales para formularios accesibles. Además incluimos un mini benchmark comparando SEO on-page contra el enfoque tradicional.","html"
"Paso 1: instalar npm. Paso 2: configurar jQuery UI. Paso 3: probar animate() con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","jquery"
"Guía rápida: cómo implementar async/await en MVVM en menos de 10 minutos. Este enfoque también aplica si estás trabajando con Azure DevOps.","c#"
"React expone una API que facilita el uso de useState, siempre que el entorno esté configurado con npm. Consulte la referencia oficial para más detalles sobre la configuración de npm. Este comportamiento puede cambiar en versiones futuras de React, revisar el changelog.","javascript"
"La clase principal de Flask implementa entornos virtuales internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de conda. Este comportamiento puede cambiar en versiones futuras de Flask, revisar el changelog.","python"
"no me anda namespaces en CodeIgniter, capaz que me falta instalar Artisan CLI, revisar mañana","php"
"me tira error raro con Hibernate, creo que es tema de versiones de Maven, googlear despues","java"
"La clase principal de Android Studio implementa Intents internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Gradle. Este comportamiento puede cambiar en versiones futuras de Android Studio, revisar el changelog.","android"
"pendiente: terminar el tp de android usando Jetpack Compose, me falta la parte de el ciclo de vida","android"
"Paso 1: instalar Visual Studio Code. Paso 2: configurar MVVM. Paso 3: probar genéricos con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","c#"
"Una guía práctica sobre desarrollo de APIs con FastAPI usando Pandas, con ejemplos de código y errores comunes a evitar.","python"
"pendiente: terminar el tp de c# usando .NET Core, me falta la parte de el garbage collector","c#"
"repasar list comprehension para el parcial de python, no entendí bien el ejemplo de la clase","python"
"tip del profe: usar dotnet CLI para debuggear ASP.NET Core, ahorra un montón de tiempo","c#"
"pendiente: terminar el tp de javascript usando Svelte, me falta la parte de módulos ES6","javascript"
"Tutorial paso a paso para configurar webpack y empezar a trabajar con Svelte en javascript. Este enfoque también aplica si estás trabajando con Babel.","javascript"
"Comparamos WordPress contra otras alternativas del ecosistema php, enfocándonos en conexión a bases de datos con PDO y rendimiento.","php"
"Referencia rápida de hooks: sintaxis básica, ejemplos y errores comunes en javascript. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con TypeScript.","javascript"
"Curso intensivo de android: dominá Android Studio y Activities en pocas semanas, con ejercicios evaluados automáticamente.","android"
"Nota: al utilizar list comprehension en python, se recomienda validar los tipos de entrada antes de invocar el método principal.","python"
"repasar la stack y el heap para el parcial de c++, no entendí bien el ejemplo de la clase -- ver video de youtube que recomendó un compañero sobre la stack y el heap","c++"
"jQuery Mobile expone una API que facilita el uso de animate(), siempre que el entorno esté configurado con Chrome DevTools. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools.","jquery"
"Paso 1: instalar Android Studio. Paso 2: configurar Android Studio. Paso 3: probar Intents con un ejemplo mínimo.","android"
"todavia no me cierra como funciona dataclasses, hice un ejemplo copado pero se rompe con datos reales -- ver video de youtube que recomendó un compañero sobre dataclasses","python"
"Referencia rápida de AJAX: sintaxis básica, ejemplos y errores comunes en jquery.","jquery"
"pendiente: terminar el tp de jquery usando jQuery Mobile, me falta la parte de el método .ready()","jquery"
"Entity Framework expone una API que facilita el uso de interfaces, siempre que el entorno esté configurado con Visual Studio Code. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio Code.","c#"
"¿Vale la pena migrar a Qt en 2026? Repasamos ventajas, desventajas y casos de uso reales para gestión manual de memoria.","c++"
"Curso intensivo de python: dominá Flask y type hints en pocas semanas, con ejercicios evaluados automáticamente.","python"
"Una guía práctica sobre autenticación de usuarios usando Eloquent ORM, con ejemplos de código y errores comunes a evitar.","php"
"En este post analizamos las novedades de Jetpack Compose y cómo afecta a los proyectos de android en producción. Además incluimos un mini benchmark comparando Activities contra el enfoque tradicional.","android"
"La clase principal de Express implementa useState internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de yarn. Este comportamiento puede cambiar en versiones futuras de Express, revisar el changelog.","javascript"
"apunte: context managers en python es re confuso, preguntarle al profe en la próxima clase -- ver video de youtube que recomendó un compañero sobre context managers","python"
"Referencia rápida de referencias: sintaxis básica, ejemplos y errores comunes en c++. Este enfoque también aplica si estás trabajando con CMake.","c++"
"Hoy vamos a explorar el garbage collector en c#, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando el garbage collector contra el enfoque tradicional.","c#"
"Comparamos Tailwind CSS contra otras alternativas del ecosistema html, enfocándonos en diseño con Flexbox y Grid y rendimiento. Veremos también cómo se integra con Lighthouse en un pipeline de deploy real. Además incluimos un mini benchmark comparando meta tags contra el enfoque tradicional.","html"
"Referencia rápida de Intents: sintaxis básica, ejemplos y errores comunes en android. Este enfoque también aplica si estás trabajando con ADB.","android"
"Paso 1: instalar VS Code. Paso 2: configurar Bulma. Paso 3: probar accesibilidad (a11y) con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","html"
"En esta unidad profundizamos en optimización del bundle utilizando Nest.js, ideal para quienes ya conocen lo básico de javascript. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de optimización del bundle.","javascript"
"Una guía práctica sobre optimización del bundle usando Angular, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con TypeScript en un pipeline de deploy real. Además incluimos un mini benchmark comparando módulos ES6 contra el enfoque tradicional.","javascript"
"Curso intensivo de python: dominá Flask y list comprehension en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de testing con pytest.","python"
"La clase principal de Tailwind CSS implementa el DOM internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de VS Code. Este comportamiento puede cambiar en versiones futuras de Tailwind CSS, revisar el changelog.","html"
"apunte: el patrón singleton en java es re confuso, preguntarle al profe en la próxima clase -- ver video de youtube que recomendó un compañero sobre el patrón singleton","java"
"Comparamos OpenCV contra otras alternativas del ecosistema c++, enfocándonos en programación orientada a objetos y rendimiento. Veremos también cómo se integra con Makefile en un pipeline de deploy real.","c++"
"Cheat sheet de Composer: los comandos y conceptos de programación orientada a objetos que más vas a usar en el día a día.","php"
"Cheat sheet de Nest.js: los comandos y conceptos de useEffect que más vas a usar en el día a día. Este enfoque también aplica si estás trabajando con yarn.","javascript"
"Cheat sheet de Qt: los comandos y conceptos de templates que más vas a usar en el día a día.","c++"
"La clase principal de Composer implementa programación orientada a objetos internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Composer.","php"
"Hoy vamos a explorar la JVM en java, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Docker en un pipeline de deploy real.","java"
"Comparamos Qt contra otras alternativas del ecosistema c++, enfocándonos en gestión manual de memoria y rendimiento. Además incluimos un mini benchmark comparando referencias contra el enfoque tradicional.","c++"
"Cheat sheet de Pandas: los comandos y conceptos de decoradores que más vas a usar en el día a día.","python"
"Clase 4: concurrencia con threads paso a paso, incluye desafíos de código y un proyecto integrador final en Maven.","java"
"La clase principal de Vue implementa closures internamente para optimizar el ciclo de vida del componente.","javascript"
"Una guía práctica sobre conexión a bases de datos con PDO usando Laravel, con ejemplos de código y errores comunes a evitar.","php"
"repasar middlewares para el parcial de php, no entendí bien el ejemplo de la clase -- ver video de youtube que recomendó un compañero sobre middlewares","php"
"¿Vale la pena migrar a Boost en 2026? Repasamos ventajas, desventajas y casos de uso reales para optimización de rendimiento. Veremos también cómo se integra con CMake en un pipeline de deploy real. Además incluimos un mini benchmark comparando smart pointers contra el enfoque tradicional.","c++"
"Bootstrap expone una API que facilita el uso de etiquetas semánticas, siempre que el entorno esté configurado con Chrome DevTools. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools. Este comportamiento puede cambiar en versiones futuras de Bootstrap, revisar el changelog.","html"
"no me anda dataclasses en FastAPI, capaz que me falta instalar pip, revisar mañana","python"
"Nota: al utilizar Intents en android, se recomienda validar los tipos de entrada antes de invocar el método principal. Este comportamiento puede cambiar en versiones futuras de ViewModel, revisar el changelog.","android"
"Módulo 6: Aprende a dominar el GIL en Pytest desde cero, con proyectos prácticos aplicados a web scraping. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de web scraping.","python"
"Una guía práctica sobre manejo de sesiones usando Composer, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando programación orientada a objetos contra el enfoque tradicional.","php"
"Referencia rápida de delegados: sintaxis básica, ejemplos y errores comunes en c#. Recordá revisar la documentación oficial antes de llevar esto a producción.","c#"
"La funcionalidad Activities en Kotlin Coroutines permite declarar componentes sin necesidad de configuración adicional.","android"
"En esta unidad profundizamos en manejo del ciclo de vida utilizando Retrofit, ideal para quienes ya conocen lo básico de android. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de manejo del ciclo de vida.","android"
"no me anda generadores en Pandas, capaz que me falta instalar conda, revisar mañana -- ver video de youtube que recomendó un compañero sobre generadores","python"
"Referencia rápida de generadores: sintaxis básica, ejemplos y errores comunes en python. Recordá revisar la documentación oficial antes de llevar esto a producción.","python"
"Módulo 8: Aprende a dominar el GIL en Flask desde cero, con proyectos prácticos aplicados a procesamiento de datos con NumPy. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de procesamiento de datos con NumPy.","python"
"En este post analizamos las novedades de CSS Grid y cómo afecta a los proyectos de html en producción. Veremos también cómo se integra con Lighthouse en un pipeline de deploy real.","html"
"tip del profe: usar Figma para debuggear Flexbox, ahorra un montón de tiempo","html"
"Clase 11: concurrencia con threads paso a paso, incluye desafíos de código y un proyecto integrador final en Maven. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de concurrencia con threads.","java"
"pendiente: terminar el tp de c++ usando STL, me falta la parte de la stack y el heap","c++"
"Nota: al utilizar entornos virtuales en python, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Jupyter Notebook.","python"
"Nota: al utilizar type hints en python, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de pip.","python"
"Curso intensivo de python: dominá Pandas y el GIL en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de automatización de tareas.","python"
